transaction_id,customer_id,region,category,channel,amount,quantity,discount,promo,event_date
3142,2312,APAC,toys,online,95.28,4,0.026,none,2024-02-12
3143,2174,LATAM,grocery,online,109.96,4,0.021,coupon,2024-12-17
3144,2067,LATAM,fashion,online,34.82,2,0.128,bundle,2024-05-13
3145,1739,AMER,home,mobile,56.74,4,0.164,none,2024-05-02
3146,1104,APAC,grocery,mobile,27.92,6,0.069,none,2024-06-05
3147,1352,AMER,grocery,mobile,43.48,3,0.229,none,2024-08-14
3148,2119,AMER,electronics,partner,125.43,6,0.210,none,2024-12-09
3149,2427,LATAM,home,online,66.22,1,0.049,coupon,2024-06-15
3150,1414,APAC,sports,mobile,77.27,8,0.171,loyalty,2024-08-28
3151,2078,APAC,home,retail,130.42,8,0.123,none,2024-12-02
3152,1941,AMER,fashion,retail,88.05,3,0.067,none,2024-12-22
3153,1724,LATAM,fashion,online,72.41,4,0.146,none,2024-04-18
3154,1672,APAC,fashion,online,49.22,2,0.092,coupon,2024-06-28
3155,1914,EMEA,electronics,online,54.19,8,0.159,none,2024-12-08
3156,1454,APAC,grocery,retail,30.05,4,0.034,none,2024-02-20
3157,1653,APAC,home,retail,82.57,8,0.181,bundle,2024-05-23
3158,1907,EMEA,home,retail,69.70,4,0.178,none,2024-09-14
3159,1372,APAC,toys,online,41.22,7,0.220,none,2024-04-22
3160,2422,APAC,fashion,online,96.54,3,0.051,bundle,2024-05-28
3161,2201,AMER,sports,online,53.92,3,0.191,loyalty,2024-01-24
3162,1404,EMEA,electronics,online,55.94,8,0.155,bundle,2024-12-28
3163,1201,LATAM,grocery,retail,89.48,1,0.106,coupon,2024-02-19
3164,1884,APAC,electronics,retail,54.22,1,0.203,none,2024-03-02
3165,1862,LATAM,toys,retail,21.98,7,0.161,none,2024-01-21
3166,2454,LATAM,sports,retail,51.83,1,0.105,coupon,2024-09-07
3167,1672,APAC,toys,mobile,88.13,2,0.098,coupon,2024-10-04
3168,1924,AMER,sports,mobile,18.50,4,0.003,none,2024-08-22
3169,1633,EMEA,electronics,retail,38.97,3,0.092,loyalty,2024-01-16
3170,1386,AMER,electronics,online,84.90,4,0.097,loyalty,2024-03-24
3171,1825,AMER,home,online,111.80,7,0.079,loyalty,2024-03-20
3172,2340,EMEA,grocery,online,115.66,5,0.013,none,2024-08-10
3173,1323,EMEA,sports,retail,82.89,6,0.007,none,2024-01-21
3174,1507,EMEA,fashion,retail,53.67,1,0.124,none,2024-09-12
3175,1890,LATAM,grocery,online,212.34,7,0.062,coupon,2024-04-19
3176,1009,APAC,sports,partner,84.42,1,0.238,coupon,2024-10-17
3177,1765,EMEA,sports,retail,109.18,2,0.177,none,2024-08-21
3178,2325,LATAM,home,online,37.22,2,0.213,bundle,2024-10-13
3179,1424,APAC,toys,online,61.80,4,0.145,none,2024-07-08
3180,1228,APAC,electronics,online,41.06,6,0.164,none,2024-12-18
3181,1156,APAC,grocery,online,37.05,8,0.098,none,2024-08-09
3182,2478,AMER,toys,retail,110.46,8,0.104,coupon,2024-01-26
3183,1594,LATAM,fashion,retail,80.67,6,0.011,none,2024-03-17
3184,1839,APAC,sports,online,36.66,1,0.034,loyalty,2024-11-05
3185,2201,AMER,sports,online,55.57,2,0.187,coupon,2024-02-08
3186,1063,AMER,sports,online,40.95,8,0.101,loyalty,2024-11-23
3187,2343,EMEA,electronics,mobile,89.68,4,0.059,coupon,2024-07-05
3188,1845,AMER,electronics,retail,40.40,4,0.170,bundle,2024-03-24
3189,2285,APAC,fashion,retail,45.40,2,0.204,none,2024-09-02
3190,1462,LATAM,grocery,online,118.53,4,0.182,bundle,2024-10-26
3191,1831,APAC,sports,mobile,55.79,6,0.224,loyalty,2024-04-23
3192,1374,APAC,home,retail,80.55,2,0.153,none,2024-07-20
3193,1087,AMER,sports,retail,42.83,1,0.080,bundle,2024-09-07
3194,1372,APAC,electronics,retail,41.25,2,0.239,none,2024-09-13
3195,2194,APAC,grocery,online,56.72,3,0.027,coupon,2024-12-03
3196,1457,EMEA,sports,online,94.88,5,0.028,loyalty,2024-09-12
3197,1251,EMEA,toys,online,41.71,6,0.030,none,2024-07-20
3198,1005,LATAM,electronics,retail,31.33,8,0.153,coupon,2024-08-05
3199,2338,AMER,fashion,online,35.14,4,0.043,none,2024-05-08
3200,1060,LATAM,electronics,retail,97.58,7,0.091,coupon,2024-10-13
3201,1299,LATAM,sports,online,69.86,3,0.004,loyalty,2024-12-24
3202,1662,LATAM,fashion,online,56.43,4,0.198,coupon,2024-02-25
3203,1041,APAC,home,retail,40.47,8,0.247,none,2024-05-23
3204,2358,AMER,toys,mobile,93.47,8,0.031,none,2024-07-18
3205,1183,AMER,home,retail,74.97,4,0.170,coupon,2024-07-27
3206,1645,EMEA,grocery,online,42.88,5,0.024,bundle,2024-10-15
3207,2296,AMER,electronics,mobile,128.93,8,0.243,none,2024-05-19
3208,1836,LATAM,home,online,22.22,2,0.043,none,2024-03-01
3209,1920,LATAM,electronics,online,47.36,7,0.219,none,2024-12-26
3210,2364,APAC,home,mobile,27.47,1,0.246,none,2024-03-09
3211,2489,LATAM,grocery,online,41.89,8,0.242,none,2024-08-10
3212,1759,EMEA,electronics,online,70.82,4,0.029,coupon,2024-05-18
3213,1682,EMEA,toys,online,52.65,8,0.191,bundle,2024-01-26
3214,1639,APAC,home,retail,79.54,3,0.039,bundle,2024-08-14
3215,1052,LATAM,electronics,retail,61.00,2,0.135,bundle,2024-04-17
3216,2153,APAC,fashion,retail,50.19,6,0.121,bundle,2024-10-12
3217,2499,LATAM,fashion,online,36.65,7,0.038,coupon,2024-03-25
3218,1060,LATAM,home,retail,35.94,8,0.168,coupon,2024-01-13
3219,2414,EMEA,home,online,34.46,5,0.113,none,2024-04-12
3220,1602,EMEA,electronics,online,54.38,3,0.011,bundle,2024-09-08
3221,1226,AMER,grocery,retail,42.21,4,0.150,none,2024-06-20
3222,2257,AMER,electronics,online,41.88,8,0.039,none,2024-05-14
3223,1818,AMER,electronics,online,49.01,5,0.238,coupon,2024-01-05
3224,1432,APAC,electronics,online,84.20,5,0.185,bundle,2024-03-09
3225,2172,EMEA,electronics,mobile,33.88,1,0.182,none,2024-12-16
3226,1176,EMEA,home,online,84.21,1,0.173,none,2024-03-10
3227,1348,AMER,home,mobile,17.61,2,0.181,none,2024-02-12
3228,2032,AMER,electronics,online,72.76,8,0.114,none,2024-09-24
3229,1381,LATAM,electronics,online,38.90,7,0.035,loyalty,2024-12-21
3230,2184,APAC,toys,online,67.65,2,0.057,bundle,2024-01-19
3231,1142,EMEA,fashion,online,37.38,4,0.169,bundle,2024-05-12
3232,2070,APAC,fashion,online,48.42,3,0.206,coupon,2024-11-02
3233,1311,APAC,fashion,online,58.13,1,0.062,none,2024-02-11
3234,1712,LATAM,home,online,63.42,7,0.078,coupon,2024-04-11
3235,1145,AMER,fashion,online,25.36,2,0.095,loyalty,2024-09-02
3236,1455,APAC,home,online,43.66,2,0.065,coupon,2024-12-28
3237,1627,LATAM,grocery,retail,100.45,3,0.196,none,2024-11-03
3238,1094,LATAM,grocery,retail,64.02,3,0.174,none,2024-07-01
3239,1320,EMEA,electronics,retail,84.79,8,0.101,none,2024-06-16
3240,2371,LATAM,grocery,online,133.73,7,0.121,none,2024-06-02
3241,2354,LATAM,grocery,online,47.43,1,0.103,loyalty,2024-04-10
3242,1469,EMEA,home,retail,49.71,6,0.143,loyalty,2024-04-11
3243,1930,AMER,electronics,retail,101.13,6,0.048,none,2024-12-04
3244,2212,EMEA,electronics,retail,76.79,5,0.005,none,2024-12-08
3245,1166,AMER,home,online,55.69,2,0.147,bundle,2024-12-25
3246,1415,AMER,home,retail,74.46,1,0.096,none,2024-03-09
3247,2482,EMEA,fashion,mobile,70.14,2,0.051,none,2024-01-05
3248,1601,APAC,toys,retail,21.77,5,0.191,none,2024-05-02
3249,1417,APAC,fashion,online,66.43,1,0.133,loyalty,2024-10-16
3250,2387,EMEA,electronics,retail,86.91,8,0.246,none,2024-09-14
3251,2372,AMER,home,retail,84.80,1,0.178,none,2024-02-17
3252,2301,EMEA,home,online,53.01,8,0.121,none,2024-02-14
3253,1282,LATAM,electronics,retail,63.57,4,0.063,none,2024-06-22
3254,1300,EMEA,sports,online,125.18,4,0.248,coupon,2024-07-04
3255,1463,EMEA,electronics,online,57.42,5,0.192,none,2024-04-24
3256,1801,LATAM,fashion,retail,31.32,8,0.171,bundle,2024-10-05
3257,1135,APAC,toys,retail,128.72,4,0.148,none,2024-11-15
3258,1365,LATAM,electronics,online,64.56,6,0.036,loyalty,2024-05-22
3259,2257,AMER,grocery,retail,54.15,6,0.090,none,2024-07-27
3260,1288,LATAM,home,online,85.19,5,0.226,none,2024-06-24
3261,2270,APAC,sports,retail,49.96,4,0.085,none,2024-12-23
3262,2037,LATAM,electronics,online,75.06,4,0.082,none,2024-01-12
3263,1168,APAC,grocery,retail,45.12,7,0.118,none,2024-11-02
3264,2159,AMER,grocery,retail,40.63,6,0.008,none,2024-10-23
3265,1971,EMEA,grocery,retail,145.55,5,0.188,none,2024-04-25
3266,2449,LATAM,grocery,retail,22.22,3,0.094,none,2024-10-22
3267,1579,AMER,sports,mobile,39.27,3,0.216,none,2024-03-14
3268,1264,APAC,electronics,retail,57.72,7,0.130,none,2024-06-15
3269,1122,AMER,electronics,retail,23.73,1,0.138,none,2024-10-14
3270,1109,APAC,electronics,partner,161.25,1,0.146,none,2024-01-23
3271,1029,EMEA,toys,retail,80.17,3,0.102,loyalty,2024-07-08
3272,1946,AMER,home,online,15.10,7,0.224,none,2024-05-01
3273,1658,AMER,home,online,56.75,4,0.077,loyalty,2024-02-01
3274,1645,EMEA,sports,retail,67.10,8,0.053,bundle,2024-06-08
3275,2133,AMER,sports,mobile,34.58,3,0.069,none,2024-05-27
3276,1586,LATAM,grocery,online,40.07,6,0.192,coupon,2024-02-05
3277,1794,AMER,toys,online,279.69,6,0.090,bundle,2024-01-19
3278,1189,AMER,electronics,retail,31.21,8,0.027,none,2024-01-08
3279,2180,AMER,sports,retail,119.76,5,0.185,none,2024-11-13
3280,1095,APAC,fashion,online,126.07,3,0.065,none,2024-02-10
3281,1409,APAC,toys,online,86.09,3,0.237,loyalty,2024-06-04
3282,2004,LATAM,grocery,retail,55.97,8,0.177,none,2024-08-20
3283,1551,APAC,sports,online,17.69,7,0.034,bundle,2024-06-08
3284,1931,APAC,electronics,retail,38.62,8,0.156,loyalty,2024-12-17
3285,1835,AMER,electronics,retail,31.95,6,0.172,coupon,2024-02-23
3286,1749,LATAM,grocery,online,59.42,1,0.103,none,2024-07-20
3287,1489,AMER,sports,online,45.97,5,0.153,loyalty,2024-03-27
3288,2251,APAC,grocery,online,46.59,7,0.109,coupon,2024-12-24
3289,1140,LATAM,grocery,mobile,21.66,7,0.122,bundle,2024-02-11
3290,2252,EMEA,fashion,mobile,67.29,2,0.213,bundle,2024-04-28
3291,1995,LATAM,home,retail,171.89,1,0.170,coupon,2024-08-26
3292,1081,AMER,grocery,online,85.44,6,0.089,coupon,2024-11-24
3293,2325,LATAM,fashion,online,49.60,7,0.066,none,2024-04-06
3294,1293,AMER,electronics,online,65.37,5,0.185,bundle,2024-12-02
3295,2418,AMER,home,online,24.94,1,0.170,none,2024-07-14
3296,1581,APAC,home,retail,38.49,7,0.229,coupon,2024-04-25
3297,2097,AMER,home,online,68.95,7,0.195,loyalty,2024-07-28
3298,1738,LATAM,sports,online,41.08,2,0.127,coupon,2024-11-28
3299,2123,AMER,fashion,mobile,54.53,8,0.142,none,2024-01-14
3300,1766,AMER,electronics,mobile,102.30,2,0.026,none,2024-04-05
3301,2230,LATAM,grocery,online,65.28,5,0.042,none,2024-08-27
3302,1527,AMER,sports,online,81.63,8,0.193,none,2024-12-19
3303,2237,EMEA,home,retail,66.41,7,0.051,coupon,2024-10-28
3304,2203,APAC,sports,online,53.09,1,0.137,none,2024-11-27
3305,2455,AMER,toys,online,50.25,1,0.162,none,2024-08-09
3306,1067,APAC,grocery,retail,27.75,4,0.098,none,2024-04-04
3307,2121,APAC,toys,retail,69.38,5,0.159,loyalty,2024-09-09
3308,1062,EMEA,electronics,online,29.84,7,0.147,none,2024-04-08
3309,2490,AMER,fashion,retail,93.01,4,0.171,none,2024-05-16
3310,1493,APAC,grocery,online,21.17,8,0.153,coupon,2024-10-01
3311,2425,APAC,toys,online,95.42,5,0.232,none,2024-12-26
3312,2286,AMER,sports,mobile,79.16,1,0.110,bundle,2024-01-08
3313,1148,AMER,toys,retail,36.85,7,0.236,none,2024-03-25
3314,2044,APAC,home,retail,61.40,3,0.194,none,2024-12-17
3315,1459,LATAM,sports,partner,37.39,5,0.004,none,2024-05-27
3316,1115,AMER,sports,mobile,41.63,3,0.043,none,2024-10-05
3317,1509,AMER,electronics,online,70.66,4,0.091,none,2024-03-01
3318,1483,EMEA,home,online,36.70,2,0.106,none,2024-03-13
3319,1581,APAC,electronics,retail,98.34,5,0.040,none,2024-12-11
3320,1185,LATAM,home,mobile,32.81,1,0.119,coupon,2024-09-07
3321,2276,AMER,sports,mobile,67.14,1,0.157,none,2024-11-05
3322,1292,LATAM,electronics,mobile,87.28,6,0.133,none,2024-01-06
3323,1173,LATAM,fashion,online,80.68,2,0.213,none,2024-05-21
3324,1507,EMEA,grocery,mobile,59.74,1,0.077,none,2024-11-09
3325,1389,LATAM,toys,online,28.64,3,0.179,none,2024-01-20
3326,1277,AMER,toys,online,76.00,1,0.220,none,2024-05-27
3327,1487,AMER,fashion,retail,54.80,2,0.178,none,2024-10-22
3328,1083,AMER,electronics,mobile,12.36,1,0.134,none,2024-02-07
3329,2420,EMEA,grocery,mobile,117.20,2,0.091,bundle,2024-11-17
3330,2236,APAC,toys,mobile,122.76,1,0.158,bundle,2024-10-12
3331,1592,LATAM,grocery,online,17.85,5,0.152,coupon,2024-04-18
3332,1155,EMEA,electronics,online,54.25,2,0.219,none,2024-10-21
3333,1387,AMER,sports,retail,42.66,2,0.006,none,2024-01-24
3334,2435,AMER,electronics,online,229.11,4,0.069,bundle,2024-03-22
3335,2375,AMER,home,mobile,78.30,2,0.057,none,2024-08-22
3336,1320,EMEA,home,online,57.51,6,0.073,bundle,2024-08-18
3337,2389,LATAM,fashion,partner,43.44,7,0.200,none,2024-02-07
3338,2413,AMER,home,online,46.81,5,0.040,none,2024-03-02
3339,2467,AMER,toys,mobile,58.46,7,0.090,coupon,2024-03-23
3340,2011,AMER,home,mobile,141.46,3,0.167,none,2024-12-19
3341,1694,APAC,electronics,online,76.99,6,0.092,loyalty,2024-10-01
3342,1278,AMER,sports,online,88.41,7,0.079,none,2024-03-09
3343,1298,LATAM,toys,retail,31.69,2,0.208,none,2024-05-15
3344,1187,AMER,grocery,retail,76.44,7,0.219,bundle,2024-04-11
3345,1517,AMER,fashion,online,58.37,3,0.160,coupon,2024-10-25
3346,2122,AMER,electronics,online,111.41,6,0.223,coupon,2024-05-03
3347,1872,LATAM,fashion,mobile,96.21,1,0.230,none,2024-04-16
3348,1875,EMEA,grocery,online,18.51,7,0.179,none,2024-02-02
3349,1861,AMER,sports,retail,34.06,5,0.157,none,2024-11-20
3350,1425,EMEA,home,retail,47.50,8,0.081,coupon,2024-06-22
3351,2298,APAC,home,retail,40.37,6,0.124,none,2024-04-11
3352,1188,LATAM,fashion,online,31.58,8,0.080,none,2024-02-09
3353,2048,LATAM,home,mobile,31.13,3,0.085,none,2024-12-12
3354,2084,LATAM,fashion,mobile,29.49,1,0.042,none,2024-08-24
3355,2176,AMER,electronics,online,44.40,6,0.031,bundle,2024-08-05
3356,1108,EMEA,electronics,retail,25.07,6,0.210,bundle,2024-12-08
3357,1371,AMER,fashion,online,45.43,4,0.037,coupon,2024-02-26
3358,1088,LATAM,fashion,retail,32.39,7,0.111,none,2024-03-23
3359,2478,AMER,electronics,online,29.56,7,0.130,none,2024-05-08
3360,2488,EMEA,fashion,partner,107.15,8,0.033,coupon,2024-07-19
3361,1414,APAC,sports,retail,56.35,2,0.131,none,2024-04-28
3362,1463,EMEA,electronics,retail,55.52,7,0.238,coupon,2024-08-20
3363,1838,AMER,electronics,online,51.69,3,0.148,none,2024-03-19
3364,1942,APAC,grocery,retail,59.35,3,0.179,none,2024-06-22
3365,1985,AMER,electronics,online,48.06,1,0.232,none,2024-04-05
3366,1923,LATAM,toys,online,31.09,3,0.191,none,2024-08-14
3367,1638,EMEA,sports,mobile,65.18,2,0.184,none,2024-10-05
3368,1223,LATAM,fashion,retail,261.94,4,0.031,none,2024-07-24
3369,2114,AMER,grocery,retail,23.81,8,0.250,bundle,2024-08-09
3370,2111,EMEA,toys,mobile,79.70,7,0.024,none,2024-01-18
3371,2021,EMEA,sports,retail,78.14,8,0.003,none,2024-01-15
3372,1622,LATAM,grocery,online,51.96,5,0.246,loyalty,2024-06-17
3373,1394,LATAM,fashion,retail,32.13,2,0.110,none,2024-12-22
3374,1176,EMEA,fashion,retail,54.22,3,0.011,coupon,2024-12-13
3375,2288,AMER,home,retail,80.04,1,0.188,coupon,2024-02-08
3376,1116,LATAM,electronics,retail,47.93,3,0.112,coupon,2024-03-20
3377,1411,LATAM,fashion,mobile,60.42,7,0.200,none,2024-05-15
3378,2499,LATAM,electronics,online,54.87,7,0.184,coupon,2024-03-21
3379,1558,EMEA,grocery,mobile,101.52,5,0.010,bundle,2024-11-12
3380,1455,APAC,fashion,mobile,28.24,5,0.213,loyalty,2024-11-06
3381,1102,APAC,sports,online,50.88,4,0.153,none,2024-04-01
3382,2483,LATAM,toys,mobile,65.26,5,0.239,bundle,2024-11-09
3383,2289,APAC,grocery,online,109.53,7,0.025,bundle,2024-02-22
3384,1574,AMER,fashion,mobile,46.86,2,0.016,none,2024-05-27
3385,1632,LATAM,electronics,online,131.56,2,0.078,loyalty,2024-02-09
3386,1438,APAC,grocery,online,48.75,4,0.190,none,2024-12-27
3387,1252,APAC,grocery,retail,78.28,4,0.149,none,2024-02-24
3388,1337,APAC,sports,online,87.91,1,0.207,coupon,2024-05-08
3389,2486,APAC,electronics,online,68.91,3,0.150,none,2024-07-25
3390,2448,APAC,fashion,retail,121.53,7,0.100,bundle,2024-01-14
3391,1376,EMEA,sports,online,61.82,5,0.155,none,2024-01-13
3392,2370,EMEA,home,mobile,97.24,1,0.104,none,2024-12-08
3393,1052,LATAM,grocery,retail,76.24,2,0.108,none,2024-05-27
3394,1605,APAC,home,partner,29.32,8,0.104,loyalty,2024-11-13
3395,1386,AMER,electronics,retail,32.98,2,0.036,coupon,2024-04-10
3396,2046,APAC,electronics,online,42.98,6,0.192,none,2024-02-02
3397,1405,LATAM,toys,retail,72.12,5,0.246,coupon,2024-06-28
3398,2021,EMEA,home,retail,60.88,7,0.177,coupon,2024-02-14
3399,1959,EMEA,grocery,retail,48.78,7,0.200,none,2024-01-26
3400,1780,APAC,sports,online,106.80,2,0.005,bundle,2024-03-17
3401,2369,LATAM,fashion,online,84.37,7,0.245,none,2024-10-07
3402,2021,EMEA,electronics,retail,68.19,6,0.244,loyalty,2024-04-07
3403,2027,EMEA,grocery,online,51.68,4,0.249,coupon,2024-10-18
3404,2044,APAC,electronics,mobile,33.39,2,0.202,none,2024-01-08
3405,2302,APAC,toys,retail,27.88,7,0.063,bundle,2024-07-23
3406,2408,EMEA,sports,online,34.05,5,0.182,none,2024-07-02
3407,1537,LATAM,grocery,online,37.06,5,0.097,none,2024-01-18
3408,2171,EMEA,fashion,retail,25.85,6,0.041,coupon,2024-08-13
3409,2168,EMEA,sports,online,39.10,4,0.227,coupon,2024-04-08
3410,1424,APAC,grocery,online,100.29,3,0.097,bundle,2024-03-07
3411,1047,APAC,electronics,retail,79.16,4,0.218,coupon,2024-10-27
3412,1800,APAC,grocery,mobile,36.34,4,0.171,bundle,2024-05-11
3413,1311,APAC,toys,retail,55.40,8,0.082,loyalty,2024-10-16
3414,1764,LATAM,sports,online,67.56,1,0.147,coupon,2024-08-24
3415,1862,LATAM,fashion,mobile,48.57,8,0.109,bundle,2024-07-18
3416,2335,EMEA,grocery,online,68.90,1,0.009,bundle,2024-04-17
3417,2278,APAC,home,retail,31.21,4,0.188,coupon,2024-04-15
3418,1232,LATAM,fashion,mobile,70.65,1,0.004,bundle,2024-05-26
3419,1450,EMEA,sports,online,41.27,3,0.141,none,2024-11-10
3420,1652,APAC,fashion,retail,63.54,2,0.075,bundle,2024-06-01
3421,1689,LATAM,sports,online,26.56,5,0.021,coupon,2024-03-28
3422,1313,EMEA,toys,online,19.76,1,0.234,none,2024-02-08
3423,2242,AMER,home,online,38.72,4,0.235,coupon,2024-08-27
3424,1749,LATAM,fashion,mobile,39.37,3,0.137,none,2024-10-25
3425,1226,AMER,sports,retail,67.78,2,0.017,none,2024-03-07
3426,1834,AMER,home,online,77.45,1,0.088,none,2024-04-03
3427,1216,APAC,grocery,retail,49.33,3,0.139,none,2024-06-04
3428,1393,LATAM,fashion,online,62.28,5,0.212,none,2024-05-09
3429,1215,LATAM,fashion,online,74.74,2,0.073,coupon,2024-08-03
3430,2307,LATAM,electronics,retail,65.06,1,0.184,loyalty,2024-11-09
3431,2266,LATAM,fashion,partner,92.35,7,0.185,coupon,2024-08-10
3432,1466,AMER,sports,online,93.60,7,0.115,bundle,2024-06-17
3433,2278,APAC,sports,retail,60.09,6,0.144,bundle,2024-09-12
3434,1152,LATAM,grocery,retail,14.85,5,0.173,loyalty,2024-11-09
3435,1676,LATAM,toys,mobile,20.35,7,0.098,none,2024-02-05
3436,1905,APAC,electronics,partner,37.00,7,0.117,bundle,2024-05-02
3437,1829,EMEA,electronics,online,99.99,4,0.133,coupon,2024-05-20
3438,1298,LATAM,toys,mobile,101.71,3,0.148,loyalty,2024-12-17
3439,1523,LATAM,home,online,94.50,1,0.063,none,2024-06-22
3440,2007,LATAM,grocery,online,48.81,8,0.110,loyalty,2024-11-12
3441,1320,EMEA,toys,online,51.33,8,0.122,coupon,2024-01-05
3442,1885,EMEA,toys,retail,46.96,5,0.059,loyalty,2024-05-15
3443,1724,LATAM,fashion,online,41.87,6,0.139,none,2024-08-01
3444,2453,AMER,home,mobile,54.72,6,0.249,none,2024-04-23
3445,2239,EMEA,toys,retail,38.28,8,0.036,none,2024-08-27
3446,1976,AMER,toys,retail,120.31,1,0.145,coupon,2024-01-26
3447,1654,EMEA,toys,mobile,72.12,3,0.221,none,2024-01-01
3448,2169,EMEA,electronics,retail,51.42,5,0.014,coupon,2024-02-18
3449,2171,EMEA,toys,retail,22.61,1,0.141,coupon,2024-09-20
3450,2436,LATAM,electronics,online,48.99,5,0.111,none,2024-12-22
3451,1286,EMEA,fashion,mobile,60.56,2,0.020,none,2024-05-05
3452,1116,LATAM,fashion,mobile,46.70,2,0.236,coupon,2024-04-09
3453,2119,AMER,grocery,online,62.27,5,0.177,none,2024-06-03
3454,2184,APAC,sports,retail,45.30,8,0.197,none,2024-12-28
3455,1817,APAC,electronics,retail,22.45,6,0.037,none,2024-05-01
3456,2430,APAC,grocery,online,106.66,5,0.227,none,2024-05-25
3457,1355,EMEA,grocery,online,53.70,5,0.068,none,2024-02-04
3458,1677,EMEA,grocery,mobile,111.99,4,0.059,loyalty,2024-05-28
3459,1912,APAC,toys,partner,41.18,5,0.015,none,2024-10-27
3460,1526,EMEA,grocery,retail,59.56,3,0.147,bundle,2024-01-03
3461,2108,AMER,grocery,partner,81.97,5,0.165,coupon,2024-05-15
3462,2318,AMER,sports,retail,95.78,8,0.160,coupon,2024-04-10
3463,1001,LATAM,electronics,retail,87.44,1,0.051,none,2024-06-05
3464,1322,AMER,electronics,retail,67.97,3,0.035,bundle,2024-12-20
3465,2336,APAC,home,online,57.51,8,0.158,bundle,2024-06-13
3466,1206,EMEA,grocery,mobile,53.98,7,0.021,none,2024-10-02
3467,2437,LATAM,electronics,online,43.25,2,0.039,none,2024-08-18
3468,1577,AMER,fashion,online,76.93,7,0.191,coupon,2024-05-19
3469,1250,APAC,home,retail,48.80,3,0.142,none,2024-03-08
3470,2488,EMEA,sports,online,133.00,7,0.118,bundle,2024-10-10
3471,1268,EMEA,home,online,29.42,8,0.023,none,2024-02-25
3472,2289,APAC,home,retail,104.41,3,0.088,none,2024-11-14
3473,1495,LATAM,electronics,mobile,85.97,1,0.167,loyalty,2024-08-02
3474,2179,LATAM,sports,online,56.33,3,0.124,none,2024-09-17
3475,1982,EMEA,sports,retail,31.72,1,0.147,none,2024-09-15
3476,2072,AMER,grocery,retail,83.64,7,0.085,none,2024-01-09
3477,1264,APAC,grocery,retail,34.45,8,0.234,none,2024-06-03
3478,2190,LATAM,fashion,online,50.39,1,0.105,none,2024-12-14
3479,1309,EMEA,grocery,online,54.86,6,0.148,loyalty,2024-06-13
3480,1209,AMER,home,online,44.35,3,0.114,loyalty,2024-11-21
3481,2429,EMEA,home,online,71.50,1,0.113,coupon,2024-04-20
3482,1319,EMEA,toys,retail,63.70,8,0.204,none,2024-03-13
3483,2004,LATAM,home,retail,69.44,2,0.070,coupon,2024-01-04
3484,1548,EMEA,home,retail,170.56,6,0.003,none,2024-07-20
3485,1289,LATAM,electronics,retail,43.77,1,0.197,none,2024-09-28
3486,1931,APAC,fashion,retail,42.26,6,0.198,none,2024-08-09
3487,1762,LATAM,grocery,online,113.58,2,0.233,coupon,2024-06-27
3488,1911,LATAM,fashion,retail,38.48,8,0.243,none,2024-05-03
3489,1409,APAC,fashion,retail,33.18,2,0.069,none,2024-12-11
3490,1408,AMER,grocery,online,70.44,3,0.184,coupon,2024-09-10
3491,2002,APAC,grocery,online,44.01,4,0.004,none,2024-03-20
3492,1870,EMEA,fashion,retail,23.87,7,0.242,coupon,2024-07-07
3493,2091,LATAM,grocery,online,76.14,6,0.020,none,2024-10-08
3494,1690,LATAM,home,retail,99.24,6,0.085,loyalty,2024-03-02
3495,1982,EMEA,grocery,mobile,48.32,2,0.021,bundle,2024-02-01
3496,1943,AMER,toys,online,55.72,7,0.107,coupon,2024-12-22
3497,2044,APAC,electronics,online,45.38,1,0.212,coupon,2024-05-09
3498,1408,AMER,grocery,retail,50.23,5,0.139,loyalty,2024-02-26
3499,2228,EMEA,fashion,online,46.05,2,0.078,none,2024-09-08
3500,1327,APAC,home,online,33.39,2,0.144,none,2024-05-28
3501,1503,APAC,home,online,85.32,7,0.160,none,2024-05-08
3502,1749,LATAM,fashion,retail,78.33,1,0.148,none,2024-10-21
3503,1429,APAC,home,retail,18.78,1,0.246,none,2024-10-02
3504,1083,AMER,grocery,online,66.46,3,0.209,none,2024-01-19
3505,1501,AMER,grocery,retail,73.52,1,0.047,none,2024-09-07
3506,1189,AMER,fashion,online,59.35,4,0.032,bundle,2024-07-12
3507,1297,AMER,sports,retail,48.48,2,0.235,bundle,2024-04-28
3508,1451,EMEA,sports,mobile,59.66,6,0.121,coupon,2024-02-18
3509,2351,EMEA,grocery,online,53.49,7,0.249,none,2024-02-05
3510,1391,LATAM,grocery,online,91.56,1,0.048,none,2024-01-28
3511,1878,EMEA,home,online,72.74,1,0.054,none,2024-01-17
3512,1788,AMER,toys,partner,49.78,4,0.231,coupon,2024-03-10
3513,2257,AMER,grocery,online,87.21,8,0.125,bundle,2024-11-15
3514,1546,EMEA,home,mobile,26.08,2,0.110,none,2024-10-08
3515,2288,AMER,grocery,online,72.72,6,0.098,none,2024-10-25
3516,1461,LATAM,fashion,retail,141.64,1,0.013,none,2024-11-28
3517,1581,APAC,fashion,online,84.79,6,0.111,bundle,2024-12-28
3518,1885,EMEA,electronics,retail,51.90,8,0.007,loyalty,2024-02-10
3519,2093,LATAM,home,online,106.53,5,0.204,coupon,2024-08-28
3520,2273,APAC,grocery,partner,60.57,7,0.032,coupon,2024-10-24
3521,2204,AMER,fashion,online,84.19,7,0.148,loyalty,2024-05-11
